t,y
23.04,-0.13481124836585395
23.06,-0.13505124448349826
23.08,-0.1352912406011425
23.1,-0.1355312367187868
23.12,-0.13577123283643106
23.14,-0.13601122895407536
23.16,-0.1362512250717196
23.18,-0.1364912211893639
23.2,-0.13673121730700816
23.22,-0.1369712134246524
23.24,-0.1372112095422967
23.26,-0.137451205659941
23.28,-0.13769120177758526
23.3,-0.13793119789522956
23.32,-0.1381711940128738
23.34,-0.13841119013051806
23.36,-0.13865118624816236
23.38,-0.1388911823658066
23.4,-0.13913117848345086
23.42,-0.13937117460109522
23.44,-0.13961117071873946
23.46,-0.1398511668363837
23.48,-0.14009116295402801
23.5,-0.14033115907167226
23.52,-0.1405711551893165
23.54,-0.1408111513069608
23.56,-0.14105114742460506
23.58,-0.14129114354224936
23.6,-0.14153113965989367
23.62,-0.14177113577753792
23.64,-0.14201113189518216
23.66,-0.14225112801282647
23.68,-0.14249112413047071
23.7,-0.14273112024811502
23.72,-0.14297111636575927
23.74,-0.1432111124834035
23.76,-0.14345110860104787
23.78,-0.14369110471869212
23.8,-0.14393110083633637
23.82,-0.14417109695398067
23.84,-0.14441109307162492
23.86,-0.14465108918926917
23.88,-0.14489108530691347
23.9,-0.14513108142455772
23.92,-0.14537107754220202
23.94,-0.14561107365984632
23.96,-0.14585106977749057
23.98,-0.14609106589513482
24.0,-0.14633106201277912
24.02,-0.14657105813042337
24.04,-0.14681105424806762
24.06,-0.14705105036571192
24.08,-0.14729104648335617
24.1,-0.14753104260100047
24.12,-0.14777103871864478
24.14,-0.14801103483628902
24.16,-0.14825103095393333
24.18,-0.14849102707157757
24.2,-0.14873102318922182
24.22,-0.14897101930686613
24.24,-0.14921101542451037
24.26,-0.14945101154215468
24.28,-0.14969100765979898
24.3,-0.14993100377744323
24.32,-0.15017099989508748
24.34,-0.15041099601273178
24.36,-0.15065099213037603
24.38,-0.15089098824802027
24.4,-0.15113098436566458
24.42,-0.15137098048330888
24.44,-0.15161097660095313
24.46,-0.15185097271859743
24.48,-0.15209096883624168
24.5,-0.15233096495388593
24.52,-0.15257096107153023
24.54,-0.15281095718917448
24.56,-0.15305095330681878
24.58,-0.15329094942446303
24.6,-0.15353094554210733
24.62,-0.15377094165975158
24.64,-0.15401093777739588
24.66,-0.15425093389504013
24.68,-0.15449093001268444
24.7,-0.15473092613032868
24.72,-0.15497092224797293
24.74,-0.15521091836561723
24.76,-0.15545091448326154
24.78,-0.15569091060090579
24.8,-0.1559309067185501
24.82,-0.15617090283619434
24.84,-0.15641089895383858
24.86,-0.1566508950714829
24.88,-0.15689089118912714
24.9,-0.15713088730677138
24.92,-0.15737088342441574
24.94,-0.15761087954206
24.96,-0.15785087565970424
24.98,-0.15809087177734854
25.0,-0.1583308678949928
25.02,-0.15857086401263704
25.04,-0.15881086013028134
25.06,-0.1590508562479256
25.08,-0.1592908523655699
25.1,-0.1595308484832142
25.12,-0.15977084460085844
25.14,-0.1600108407185027
25.16,-0.160250836836147
25.18,-0.16049083295379124
25.2,-0.16073082907143554
25.22,-0.1609708251890798
25.24,-0.16121082130672404
25.26,-0.16145081742436834
25.28,-0.16169081354201265
25.3,-0.1619308096596569
25.32,-0.1621708057773012
25.34,-0.16241080189494544
25.36,-0.1626507980125897
25.38,-0.162890794130234
25.4,-0.16313079024787824
25.42,-0.16337078636552255
25.44,-0.16361078248316685
25.46,-0.1638507786008111
25.48,-0.16409077471845535
25.5,-0.16433077083609965
25.52,-0.1645707669537439
25.54,-0.16481076307138814
25.56,-0.16505075918903245
25.58,-0.1652907553066767
25.6,-0.165530751424321
25.62,-0.1657707475419653
25.64,-0.16601074365960955
25.66,-0.1662507397772538
25.68,-0.1664907358948981
25.7,-0.16673073201254235
25.72,-0.16697072813018665
25.74,-0.1672107242478309
25.76,-0.1674507203654752
25.78,-0.16769071648311945
25.8,-0.16793071260076375
25.82,-0.168170708718408
25.84,-0.1684107048360523
25.86,-0.16865070095369655
25.88,-0.1688906970713408
25.9,-0.1691306931889851
25.92,-0.1693706893066294
25.94,-0.16961068542427366
25.96,-0.16985068154191796
25.98,-0.1700906776595622
26.0,-0.17033067377720645
26.02,-0.17057066989485076
26.04,-0.170810666012495
26.06,-0.17105066213013925
26.08,-0.17129065824778356
26.1,-0.17153065436542786
26.12,-0.1717706504830721
26.14,-0.1720106466007164
26.16,-0.17225064271836066
26.18,-0.1724906388360049
26.2,-0.1727306349536492
26.22,-0.17297063107129346
26.24,-0.17321062718893776
26.26,-0.17345062330658206
26.28,-0.1736906194242263
26.3,-0.17393061554187056
26.32,-0.17417061165951486
26.34,-0.1744106077771591
26.36,-0.1746506038948034
26.38,-0.17489060001244766
26.4,-0.1751305961300919
26.42,-0.1753705922477362
26.44,-0.17561058836538052
26.46,-0.17585058448302476
26.48,-0.17609058060066907
26.5,-0.17633057671831331
26.52,-0.17657057283595756
26.54,-0.17681056895360187
26.56,-0.1770505650712461
26.58,-0.17729056118889036
26.6,-0.17753055730653472
26.62,-0.17777055342417897
26.64,-0.17801054954182322
26.66,-0.17825054565946752
26.68,-0.17849054177711177
26.7,-0.17873053789475601
26.72,-0.17897053401240032
26.74,-0.17921053013004457
26.76,-0.17945052624768887
26.78,-0.17969052236533317
26.8,-0.17993051848297742
26.82,-0.18017051460062167
26.84,-0.18041051071826597
26.86,-0.18065050683591022
26.88,-0.18089050295355452
26.9,-0.18113049907119877
26.92,-0.18137049518884307
26.94,-0.18161049130648732
26.96,-0.18185048742413162
26.98,-0.18209048354177587
27.0,-0.18233047965942017
27.02,-0.18257047577706442
27.04,-0.18281047189470867
27.06,-0.18305046801235297
27.08,-0.18329046412999722
27.1,-0.18353046024764152
27.12,-0.18377045636528583
27.14,-0.18401045248293008
27.16,-0.18425044860057432
27.18,-0.18449044471821863
27.2,-0.18473044083586287
27.22,-0.18497043695350712
27.24,-0.18521043307115143
27.26,-0.18545042918879573
27.28,-0.18569042530643998
27.3,-0.18593042142408428
27.32,-0.18617041754172853
27.34,-0.18641041365937278
27.36,-0.18665040977701708
27.38,-0.18689040589466133
27.4,-0.18713040201230563
27.42,-0.18737039812994993
27.44,-0.18761039424759418
27.46,-0.18785039036523843
27.48,-0.18809038648288273
27.5,-0.18833038260052698
27.52,-0.18857037871817128
27.54,-0.18881037483581553
27.56,-0.18905037095345978
27.58,-0.18929036707110408
27.6,-0.18953036318874839
27.62,-0.18977035930639263
27.64,-0.19001035542403694
27.66,-0.19025035154168118
27.68,-0.19049034765932543
27.7,-0.19073034377696974
27.72,-0.19097033989461398
27.74,-0.19121033601225823
27.76,-0.1914503321299026
27.78,-0.19169032824754684
27.8,-0.19193032436519109
27.82,-0.1921703204828354
27.84,-0.19241031660047964
27.86,-0.19265031271812388
27.88,-0.1928903088357682
27.9,-0.19313030495341243
27.92,-0.19337030107105674
27.94,-0.19361029718870104
27.96,-0.1938502933063453
27.98,-0.1940902894239896
28.0,-0.19433028554163384
28.02,-0.1945702816592781
28.04,-0.1948102777769224
28.06,-0.19505027389456664
28.08,-0.1952902700122109
28.1,-0.19553026612985525
28.12,-0.1957702622474995
28.14,-0.19601025836514374
28.16,-0.19625025448278804
28.18,-0.1964902506004323
28.2,-0.19673024671807654
28.22,-0.19697024283572084
28.24,-0.1972102389533651
28.26,-0.1974502350710094
28.28,-0.1976902311886537
28.3,-0.19793022730629795
28.32,-0.1981702234239422
28.34,-0.1984102195415865
28.36,-0.19865021565923074
28.38,-0.19889021177687505
28.4,-0.1991302078945193
28.42,-0.1993702040121636
28.44,-0.19961020012980785
28.46,-0.19985019624745215
28.48,-0.2000901923650964
28.5,-0.2003301884827407
28.52,-0.20057018460038495
28.54,-0.2008101807180292
28.56,-0.2010501768356735
28.58,-0.20129017295331775
28.6,-0.20153016907096205
28.62,-0.20177016518860635
28.64,-0.2020101613062506
28.66,-0.20225015742389485
28.68,-0.20249015354153915
28.7,-0.2027301496591834
28.72,-0.20297014577682765
28.74,-0.20321014189447195
28.76,-0.20345013801211626
28.78,-0.2036901341297605
28.8,-0.2039301302474048
28.82,-0.20417012636504905
28.84,-0.2044101224826933
28.86,-0.2046501186003376
28.88,-0.20489011471798185
28.9,-0.20513011083562616
28.92,-0.20537010695327046
28.94,-0.2056101030709147
28.96,-0.20585009918855895
28.98,-0.20609009530620326
29.0,-0.2063300914238475
29.02,-0.2065700875414918
29.04,-0.20681008365913606
29.06,-0.2070500797767803
29.08,-0.2072900758944246
29.1,-0.2075300720120689
29.12,-0.20777006812971316
29.14,-0.20801006424735746
29.16,-0.2082500603650017
29.18,-0.20849005648264596
29.2,-0.20873005260029026
29.22,-0.2089700487179345
29.24,-0.20921004483557876
29.26,-0.20945004095322312
29.28,-0.20969003707086736
29.3,-0.2099300331885116
29.32,-0.21017002930615591
29.34,-0.21041002542380016
29.36,-0.2106500215414444
29.38,-0.2108900176590887
29.4,-0.21113001377673296
29.42,-0.21137000989437726
29.44,-0.21161000601202157
29.46,-0.21185000212966582
29.48,-0.21208999824731006
29.5,-0.21232999436495437
29.52,-0.21256999048259861
29.54,-0.21280998660024292
29.56,-0.21304998271788717
29.58,-0.2132899788355314
29.6,-0.21352997495317572
29.62,-0.21376997107082002
29.64,-0.21400996718846427
29.66,-0.21424996330610857
29.68,-0.21448995942375282
29.7,-0.21472995554139707
29.72,-0.21496995165904137
29.74,-0.21520994777668562
29.76,-0.21544994389432992
29.78,-0.21568994001197422
29.8,-0.21592993612961847
29.82,-0.21616993224726272
29.84,-0.21640992836490702
29.86,-0.21664992448255127
29.88,-0.21688992060019552
29.9,-0.21712991671783982
29.92,-0.21736991283548412
29.94,-0.21760990895312837
29.96,-0.21784990507077268
29.98,-0.21808990118841692
30.0,-0.21832989730606117
