t,y
2.56,-0.7851937986639562
2.58,-0.8241624321575063
2.6,-0.8569888214493407
2.62,-0.8496434100070979
2.64,-0.8331893479479818
2.66,-0.8421514087204429
2.68,-0.8763264318282896
2.7,-0.9021444812654316
2.72,-0.9479088999191065
2.74,-0.8228802343499576
2.76,-0.8474662067581924
2.78,-0.9507609604999814
2.8,-0.9446481411832931
2.82,-0.954104088460028
2.84,-0.9338571037860254
2.86,-0.8979595033915975
2.88,-0.9044110208067084
2.9,-0.900285502101023
2.92,-0.8610640262701305
2.94,-0.9337364253698857
2.96,-0.9318732585773207
2.98,-0.90638388071935
3.0,-0.9100940359954344
3.02,-0.8737243344067713
3.04,-0.7675223113291687
3.06,-0.85325518869172
3.08,-0.813257364666491
3.1,-0.7814752379756237
3.12,-0.7981701424612562
3.14,-0.766044387026623
3.16,-0.7660166636202451
3.18,-0.7815366739339712
3.2,-0.7943325723632606
3.22,-0.7531557355174724
3.24,-0.7139696023030193
3.26,-0.6110874811800027
3.28,-0.6427755165004331
3.3,-0.6036936123757742
3.32,-0.6049208111702989
3.34,-0.629930290611109
3.36,-0.6350167344179996
3.38,-0.5755898893383038
3.4,-0.5544013779415329
3.42,-0.5060431262886155
3.44,-0.480788053449002
3.46,-0.48280328205541456
3.48,-0.5562148844382673
3.5,-0.42959364385249077
3.52,-0.4650848364237216
3.54,-0.47176181015694124
3.56,-0.3421223067560052
3.58,-0.2918741155444995
3.6,-0.34932894138310383
3.62,-0.3157810417587242
3.64,-0.2971979511062177
3.66,-0.23300263073818037
3.68,-0.2375820489199645
3.7,-0.2715423418101346
3.72,-0.1740576746725666
3.74,-0.1226887207398514
3.76,-0.08893701737502054
3.78,-0.09595974247900674
3.8,-0.04062181040308683
3.82,-0.05591211685144605
3.84,-0.0077623508369725445
3.86,-0.009538640521474137
3.88,-0.012777957361952343
3.9,0.12988654299918545
3.92,0.11791642457185816
3.94,0.09752622603029187
3.96,0.1263727638432447
3.98,0.1559303830501335
4.0,0.11159267501110709
4.02,0.19499290410540696
4.04,0.22394341854115093
4.06,0.22998882103443505
4.08,0.3010285842878781
4.1,0.28360331424351626
4.12,0.24905163334704075
4.14,0.37607850708518176
4.16,0.4117469121965863
4.18,0.41182500201397926
4.2,0.39386346494784685
4.22,0.40719470157740845
4.24,0.49062843910528164
4.26,0.4312322712408799
4.28,0.5033363500826272
4.3,0.5531738221591185
4.32,0.5665866061589925
4.34,0.6025052298894695
4.36,0.5524742349610462
4.38,0.5337191815312414
4.4,0.5774013211571434
4.42,0.6194377743858377
4.44,0.6771072648632217
4.46,0.6236346910329826
4.48,0.6235645102060177
4.5,0.7378802044525364
4.52,0.7042051746172779
4.54,0.6483568091964582
4.56,0.7134017877572113
4.58,0.7726756380769144
4.6,0.7494402450378389
4.62,0.733738576761109
4.64,0.7417979489731386
4.66,0.7318496394292757
4.68,0.7822905264012928
4.7,0.7819271792170986
4.72,0.8275010628670745
4.74,0.811189767705495
4.76,0.8157544353699907
4.78,0.7812088034188204
4.8,0.8307225008811442
4.82,0.8249945401582621
4.84,0.8333577573548209
4.86,0.8454936423177812
4.88,0.8521563727011242
4.9,0.845185400771316
4.92,0.78735236003709
4.94,0.7842757029781889
4.96,0.8094960193738754
4.98,0.8257729782915185
5.0,0.8430573941718577
5.02,0.8268420249910605
5.04,0.834781794098056
5.06,0.7509881332352947
5.08,0.7497730725389862
5.1,0.7651640112027116
5.12,0.8200621059345814
5.14,0.8520023334122198
5.16,0.758108525641738
5.18,0.677802930760077
5.2,0.7234216787369421
5.22,0.7633976336538477
5.24,0.7196890820697915
5.26,0.6960366588295083
5.28,0.6597303604984381
5.3,0.6905394215534678
5.32,0.671819167555532
5.34,0.6417575213682608
5.36,0.5702137059980594
5.38,0.6516525367602698
5.4,0.596692003970404
5.42,0.5546794308698743
5.44,0.5457018229400654
5.46,0.5511483870650534
5.48,0.49843931231491395
5.5,0.49184927553805
5.52,0.4736000152464062
5.54,0.43156533123220925
5.56,0.42322260618371665
5.58,0.4036822959770981
5.6,0.5132640352123876
5.62,0.37875119782487543
5.64,0.32845250451149643
5.66,0.36947152888326773
5.68,0.38350396406164217
5.7,0.20699897895641117
5.72,0.29152521934923714
5.74,0.2441402596280106
5.76,0.18978108562310472
5.78,0.17597295044805114
5.8,0.1420317333910711
5.82,0.22123746378231962
5.84,0.10479391021192723
5.86,0.16970705558066013
5.88,0.0620899221688665
5.9,0.04166135904017121
5.92,0.022894524014728995
5.94,-0.00026917112749535316
5.96,-0.02349276087802813
5.98,-0.034755268970055764
6.0,-0.03312096802411471
6.02,-0.13340385158196982
6.04,-0.1951117693842329
6.06,-0.15660971530142306
6.08,-0.1989281928209959
6.1,-0.20766671780742943
6.12,-0.22367374062791123
6.14,-0.25583654720095445
6.16,-0.24475699750618546
6.18,-0.23031804182049118
6.2,-0.2946739217227988
6.22,-0.2995452883349566
6.24,-0.2933578809793921
6.26,-0.44229060232610495
6.28,-0.3769777660423438
6.3,-0.46673568642409086
6.32,-0.4601155844745729
6.34,-0.4278381971077958
6.36,-0.45860921739902005
6.38,-0.477530038631082
6.4,-0.393327614248312
6.42,-0.5351063850785696
6.44,-0.4907167333232086
6.46,-0.4800586226513093
6.48,-0.5614961322130363
6.5,-0.5567214039390406
6.52,-0.5764441897850909
6.54,-0.5717700909503651
6.56,-0.5054670073431962
6.58,-0.5987973538848841
6.6,-0.6331494829219538
6.62,-0.7683048745518591
6.64,-0.6574555800982967
6.66,-0.6728640603224489
6.68,-0.7125903107477619
6.7,-0.67544141478848
6.72,-0.7461317200615081
6.74,-0.7429993982957077
6.76,-0.7048091415459058
6.78,-0.7775902275250698
6.8,-0.7664462079842147
6.82,-0.8085281513451729
6.84,-0.6639628030646131
6.86,-0.7670783752726512
6.88,-0.7090570324326873
6.9,-0.7861533232465056
6.92,-0.6613472617264673
6.94,-0.7304843162800383
6.96,-0.796002923088929
6.98,-0.7377579400503513
7.0,-0.7062995155227525
7.02,-0.7664075774394752
7.04,-0.7467447668230397
7.06,-0.7359934465574117
7.08,-0.7068145616742486
7.1,-0.6845516903334149
7.12,-0.7693372844591936
7.14,-0.7211115040240114
7.16,-0.6939449118350871
7.18,-0.7619710319040119
7.2,-0.660924269577796
7.22,-0.6762677728046409
7.24,-0.6617849372694696
7.26,-0.751101757108526
7.28,-0.7072553837064204
7.3,-0.7134788831241122
7.32,-0.6225033997455911
7.34,-0.6850323507366634
7.36,-0.6434515323681044
7.38,-0.6029710164806089
7.4,-0.566787275932442
7.42,-0.6571836209173726
7.44,-0.6095756021692798
7.46,-0.5092387450608378
7.48,-0.5576644506385616
7.5,-0.5416412068867472
7.52,-0.47332920874873585
7.54,-0.47609316248894185
7.56,-0.4325600908240197
7.58,-0.4530014577740662
7.6,-0.3893230628497897
7.62,-0.4585758898724997
7.64,-0.4137828915396902
7.66,-0.37482606448084216
7.68,-0.35852710201193017
7.7,-0.4043272022401322
7.72,-0.3324592911993743
7.74,-0.31973371130643563
7.76,-0.2751676840690767
7.78,-0.24671104422198425
7.8,-0.2911769934649174
7.82,-0.34231511439308615
7.84,-0.1659059810045449
7.86,-0.15023687812836928
7.88,-0.1740728047860506
7.9,-0.13374507725752321
7.92,-0.0895647119423969
7.94,-0.15215420031454274
7.96,-0.14355744599155496
7.98,-0.07426473324630403
8.0,-0.1300835306069995
8.02,-0.011423176687074816
8.04,-0.015428494976995543
8.06,-0.04784987596586984
8.08,0.1072983183331379
8.1,0.018834253811908168
8.12,0.09968972184900703
8.14,0.11896803597055937
8.16,0.12702481756445103
8.18,0.09971448590297301
8.2,0.1663842529878328
8.22,0.19052132265495825
8.24,0.15750856177223724
8.26,0.24928049877776437
8.28,0.2014280097064779
8.3,0.20373342096353003
8.32,0.37472051389289174
8.34,0.2955450760140204
8.36,0.385440589412485
8.38,0.2858777458125934
8.4,0.4052480257163745
8.42,0.39463612647316343
8.44,0.3578012991233252
8.46,0.3712097325626972
8.48,0.4271883361529824
8.5,0.41754368200490016
8.52,0.49257811852395433
8.54,0.5044407038735508
8.56,0.501481416227108
8.58,0.5423871488634042
8.6,0.5622315824855516
8.62,0.5138784161628992
8.64,0.5930659306238878
8.66,0.594754567377944
8.68,0.597054567717508
8.7,0.5968913651106802
8.72,0.5926534792730723
8.74,0.5422306735993965
8.76,0.6076605448472583
8.78,0.7141381834661779
8.8,0.6040846735325854
8.82,0.6811443874077585
8.84,0.6441038138543228
8.86,0.6859084406200612
8.88,0.6772795659203772
8.9,0.6899132073778386
8.92,0.6793086083314239
8.94,0.6445163718350448
8.96,0.7574643271682358
8.98,0.7028886855935178
9.0,0.7120202834226882
9.02,0.6614061776921771
9.04,0.6652824099231452
9.06,0.63376964916808
9.08,0.6297788405786516
9.1,0.6827597573812104
9.12,0.6590694628117663
9.14,0.7654981193472814
9.16,0.7702576647260257
9.18,0.7161672403889571
9.2,0.6763925686651915
9.22,0.660118670233688
9.24,0.6357624103265649
9.26,0.710325420139688
9.28,0.6744751386692959
9.3,0.5515330759101648
9.32,0.6931738491230632
9.34,0.6706961210906051
9.36,0.6594627297397427
9.38,0.684608936705423
9.4,0.6659875539259247
9.42,0.6142031912250558
9.44,0.5201509596662854
9.46,0.6081203857158741
9.48,0.620533053464488
9.5,0.621759724336178
9.52,0.5021844465447372
9.54,0.5439613420389546
9.56,0.5460565678687428
9.58,0.500701741754659
9.6,0.44995623194112194
9.62,0.5212218198942918
9.64,0.45453399318908017
9.66,0.4548285364904687
9.68,0.44148665917411234
9.7,0.4820578197032886
9.72,0.3937727274400822
9.74,0.35492455988732
9.76,0.3705757632654413
9.78,0.3868278872005248
9.8,0.3396853678782384
9.82,0.3057398554390491
9.84,0.3118868432219967
9.86,0.2834958369802824
9.88,0.19508523741373085
9.9,0.19315855710364443
9.92,0.16942006688333455
9.94,0.21447803855363368
9.96,0.182898238275289
9.98,0.1908854191713295
10.0,0.09671074245588104
10.02,0.141753232428323
10.04,0.11318108851559087
10.06,0.08866054693818748
10.08,0.06493784295986865
10.1,-0.001590267157324722
10.12,0.00017134622094433852
10.14,0.0761012772258564
10.16,-0.04247528798123236
10.18,-0.02378209750568051
10.2,-0.0396775642489465
10.22,-0.08210370130479346
10.24,-0.11961010643061376
10.26,-0.194415079300259
10.28,-0.15892132962245917
10.3,-0.16702370927917537
10.32,-0.1938821226919884
10.34,-0.15351215087363587
10.36,-0.23586422051274905
10.38,-0.2781041277808003
10.4,-0.23658976590727548
10.42,-0.2690910940128462
10.44,-0.2751426585325573
10.46,-0.2400911288091574
10.48,-0.37520359606564263
10.5,-0.37449003278447013
10.52,-0.4030953502306948
10.54,-0.37372742642486273
10.56,-0.45811965613277245
10.58,-0.39285717039100293
10.6,-0.3915544815139658
10.62,-0.46801817772464144
10.64,-0.44916127144796913
10.66,-0.4831650140647512
10.68,-0.5145735336560215
10.7,-0.524324774121821
10.72,-0.5948442666995687
10.74,-0.5473048421059088
10.76,-0.45517000702839827
10.78,-0.52218156305419
10.8,-0.5152430662923624
10.82,-0.5518386043617078
10.84,-0.5746213148534787
10.86,-0.5533568504748815
10.88,-0.5958249283148329
10.9,-0.6094908846809605
10.92,-0.6099204315874551
10.94,-0.5338315836951162
10.96,-0.6127511888815924
10.98,-0.5524184232155691
11.0,-0.6627801478025226
11.02,-0.5785202427230578
11.04,-0.6117232732318452
11.06,-0.6201302730652737
11.08,-0.615376930425909
11.1,-0.6422739678288317
11.12,-0.6555804166267366
11.14,-0.6916269406583238
11.16,-0.5877122299587592
11.18,-0.664357470235819
11.2,-0.6624086527187957
11.22,-0.6736660843615453
11.24,-0.5927249687616724
11.26,-0.5746011605654152
11.28,-0.6534266221661598
11.3,-0.6301551149251181
11.32,-0.6860357417452515
11.34,-0.6194597959086917
11.36,-0.6038070433189034
11.38,-0.5919938862002065
11.4,-0.6093293893011092
11.42,-0.5984036633413428
11.44,-0.5083644654463817
11.46,-0.6537500783037493
11.48,-0.5549524242328246
11.5,-0.5605580806992919
11.52,-0.5885570759932708
11.54,-0.5278200204020108
11.56,-0.5541987603908863
11.58,-0.5645359133954477
11.6,-0.5049274325232141
11.62,-0.5080554220702747
11.64,-0.4982773207323522
11.66,-0.5430787226789803
11.68,-0.39244954757583966
11.7,-0.4310062429922004
11.72,-0.4233767746469154
11.74,-0.4488517146453415
11.76,-0.4041362294718303
11.78,-0.4477797770655377
11.8,-0.3916160972996387
11.82,-0.3807547351955003
11.84,-0.3314355276096436
11.86,-0.30051617726428137
11.88,-0.30397661616369964
11.9,-0.31486884165454093
11.92,-0.3323989846056107
11.94,-0.2674912676421655
11.96,-0.2292618837943744
11.98,-0.2021116943817412
12.0,-0.2617697386012007
12.02,-0.22123723690928193
12.04,-0.22099894452676772
12.06,-0.1580950233439711
12.08,-0.1490605742363002
12.1,-0.11821147020249546
12.12,-0.1477411127089528
12.14,-0.0848986997239413
12.16,0.001293769336820405
12.18,-0.051386786329394404
12.2,0.00493985093916045
12.22,0.004603250816779855
12.24,0.015071623640738115
12.26,0.02209867520072991
12.28,0.04558889056083027
12.3,-0.01697524744963687
12.32,0.07667894110554277
12.34,0.1486417867527205
12.36,0.1830466859167822
12.38,0.07541623211525308
12.4,0.06731207824994
12.42,0.12216741676565115
12.44,0.21933894618893596
12.46,0.21895035218364003
12.48,0.20704210262870307
12.5,0.1988031281844393
12.52,0.12045540506109337
12.54,0.23443527299270012
12.56,0.31572700361936434
12.58,0.3684082949384681
12.6,0.28588723576448827
12.62,0.2883985278585541
12.64,0.4292337596916915
12.66,0.38495768318988666
12.68,0.3652789736922494
12.7,0.30727084021540846
12.72,0.47794792547220133
12.74,0.44540830799177966
12.76,0.4503489720394368
12.78,0.4194092771236906
12.8,0.40891118016583483
12.82,0.4148382794109502
12.84,0.5076541812669093
12.86,0.5072350452118056
12.88,0.4936489907499704
12.9,0.5011087325192538
12.92,0.4846870276339127
12.94,0.5626562242553922
12.96,0.5543175440768193
12.98,0.5695434410942317
13.0,0.525972506417149
13.02,0.5727980930471318
13.04,0.5938226389865882
13.06,0.5578778002586402
13.08,0.5394759624362588
13.1,0.5760016454951258
13.12,0.570803460119171
13.14,0.5834688790519003
13.16,0.5768615489400705
13.18,0.6495985225230866
13.2,0.6270215000263041
13.22,0.5673335560997825
13.24,0.5625060986444922
13.26,0.5646919482328772
13.28,0.592318475106489
13.3,0.5284717012446009
13.32,0.5977292920736541
13.34,0.6685349565040117
13.36,0.6015866138630571
13.38,0.5736147298543597
13.4,0.5882563429529861
13.42,0.5180835415479493
13.44,0.5708002253299868
13.46,0.5918699421818825
13.48,0.5867342998553845
13.5,0.5460187942013931
13.52,0.5468090919032185
13.54,0.5568527001806807
13.56,0.478136526602849
13.58,0.5427632502570658
13.6,0.4866872124856633
13.62,0.5186487216687691
13.64,0.5180278276406475
13.66,0.4705585263662241
13.68,0.4639457965094683
13.7,0.515655878469314
13.72,0.4963204798874083
13.74,0.4949956726290959
13.76,0.5163398913039449
13.78,0.4074793262811448
13.8,0.4744553585878429
13.82,0.3984650589832936
13.84,0.3967752430231637
13.86,0.28990528626760287
13.88,0.39994269535263516
13.9,0.37805366900817206
13.92,0.34872504389314957
13.94,0.3232167891503788
13.96,0.2756220512406894
13.98,0.18636343327786792
14.0,0.2855518305725134
14.02,0.32184645119979444
14.04,0.23056443087991985
14.06,0.22300295841825582
14.08,0.18611015369587103
14.1,0.245650981161483
14.12,0.20349815384563952
14.14,0.08750270240228417
14.16,0.1333471391830794
14.18,0.11935103689697704
14.2,0.11661449143343962
14.22,0.05087308165575167
14.24,0.04204174990220595
14.26,0.05003346106948832
14.28,0.0774314258121098
14.3,0.02401263348411092
14.32,0.06067829922888707
14.34,-0.02307831618453129
14.36,-0.01182876730239503
14.38,-0.06239191607160529
14.4,-0.010427708347720034
14.42,-0.14658799987432886
14.44,-0.07903762646506575
14.46,-0.07976599106618594
14.48,-0.1353191444489038
14.5,-0.14348640041701266
14.52,-0.1050720705681854
14.54,-0.15367329201362612
14.56,-0.12680033399081242
14.58,-0.17368263300011472
14.6,-0.23951126085697574
14.62,-0.14251729381608552
14.64,-0.2733797344616125
14.66,-0.27297612561262163
14.68,-0.3015209121444675
14.7,-0.2892596010485902
14.72,-0.281029407489773
14.74,-0.271425709566488
14.76,-0.3987743949510133
14.78,-0.3490506478630906
14.8,-0.35202945052109597
14.82,-0.40466048372426255
14.84,-0.3706536536359894
14.86,-0.41422866740711556
14.88,-0.40719704917363714
14.9,-0.4361095516028467
14.92,-0.40967144265342154
14.94,-0.4070788932770656
14.96,-0.3322372180060593
14.98,-0.49638158669739746
15.0,-0.4999726122571
15.02,-0.4958528224664492
15.04,-0.5082288106249689
15.06,-0.5194446049281709
15.08,-0.4857313839878483
15.1,-0.5027789555509253
15.12,-0.5084089241401704
15.14,-0.6011436304132672
15.16,-0.5392382259986319
15.18,-0.5083823464732109
15.2,-0.49080086249279065
15.22,-0.505063300866152
15.24,-0.5310236358061355
15.26,-0.608295588790394
15.28,-0.5818810748730417
15.3,-0.5454868801796733
15.32,-0.5271390047485012
15.34,-0.5280662526483821
15.36,-0.5393734789287753
15.38,-0.5621415542927918
15.4,-0.523364439140322
15.42,-0.5341362206585774
15.44,-0.5254461932161149
15.46,-0.5277259308856315
15.48,-0.5271771173731399
15.5,-0.49566817989695555
15.52,-0.5026170968001534
15.54,-0.5094406967960038
15.56,-0.5121103691603338
15.58,-0.5258662993652059
15.6,-0.5243739250666947
15.62,-0.48617369910351665
15.64,-0.5411215353998171
15.66,-0.41090081589186844
15.68,-0.5170113433880437
15.7,-0.4835571966568321
15.72,-0.5276252896608308
15.74,-0.5302109843149723
15.76,-0.4432958424961186
15.78,-0.4201638824379204
15.8,-0.3565473910649569
15.82,-0.3581022699682072
15.84,-0.43012802322703503
15.86,-0.41296431244655
15.88,-0.4316026672460676
15.9,-0.39693691974361145
15.92,-0.3434602375139668
15.94,-0.35480700311501423
15.96,-0.270017136931344
15.98,-0.35485827422714533
16.0,-0.2830652885819598
16.02,-0.2579713639500779
16.04,-0.26649245643876124
16.06,-0.27255381359322156
16.08,-0.2672706320815507
16.1,-0.22014579751488236
16.12,-0.23048166948726492
16.14,-0.21936434531095947
16.16,-0.23949863587860995
16.18,-0.23206981888039716
16.2,-0.16890879870752204
16.22,-0.1928789379330855
16.24,-0.15479731204080646
16.26,-0.14300427230230514
16.28,-0.09549421887694089
16.3,-0.09828615205692277
16.32,-0.021137850047895403
16.34,-0.07616897695009436
16.36,-0.015028583458672161
16.38,0.04972699791804845
16.4,0.05169982107387518
16.42,0.011663259247109373
16.44,0.07809875362930965
16.46,0.04853861998768263
16.48,0.04889585262626698
16.5,0.07127930395159504
16.52,0.14406871560670584
16.54,0.14141197205866074
16.56,0.07728957692772132
16.58,0.19837010600496402
16.6,0.17614144520707417
16.62,0.15695173148834504
16.64,0.2823810493107851
16.66,0.18496711070776511
16.68,0.16838342982821572
16.7,0.18743352666527377
16.72,0.21979543621169614
16.74,0.3032510114141025
16.76,0.20149228333751715
16.78,0.29680628428858813
16.8,0.2564709142642268
16.82,0.31427919644988234
16.84,0.25230701727121185
16.86,0.35722613567832556
16.88,0.28863837141255977
16.9,0.3601275177231138
16.92,0.2927279009482595
16.94,0.38057163227715063
16.96,0.39138259996748426
16.98,0.3681697386462271
17.0,0.42148810246812296
17.02,0.45283788396559604
17.04,0.4136637563987868
17.06,0.4817884199777461
17.08,0.4344793515672766
17.1,0.481947223869448
17.12,0.4128732314031164
17.14,0.3825161971221225
17.16,0.4251960934703203
17.18,0.44235762865703204
17.2,0.49994453695344193
17.22,0.5695729140725794
17.24,0.5037532584521233
17.26,0.4983870676937486
17.28,0.4620757536363454
17.3,0.45485945951968354
17.32,0.476479603600807
17.34,0.4573201857492333
17.36,0.5166954066832082
17.38,0.4844171974302839
17.4,0.4726428874282639
17.42,0.5070902330710986
17.44,0.5194744788527685
17.46,0.5056055119821052
17.48,0.4709547050753746
17.5,0.5416295970491471
17.52,0.5596569036987908
17.54,0.4362976534593541
17.56,0.4482667573768663
17.58,0.5242202253197183
17.6,0.4071234191902541
17.62,0.5198733802841251
17.64,0.4366299966888635
17.66,0.5114037021057564
17.68,0.49806233692418145
17.7,0.4623873035612149
17.72,0.4578847011268072
17.74,0.4292918901973637
17.76,0.50273427358964
17.78,0.47291854902944797
17.8,0.4281809643401808
17.82,0.40875413429374496
17.84,0.4664485330894933
17.86,0.4299305513232472
17.88,0.41216808204804634
17.9,0.40443084354560005
17.92,0.3460993023268309
17.94,0.4523853384001588
17.96,0.4198047789987538
17.98,0.3711887311199864
18.0,0.35674650289908294
18.02,0.3494846542681728
18.04,0.26125412034866224
18.06,0.2526935231311737
18.08,0.256874882634198
18.1,0.2961149900281031
18.12,0.2697114632792743
18.14,0.26950551753463164
18.16,0.27947336432786724
18.18,0.21131236961291913
18.2,0.16680599454963266
18.22,0.24760345442326046
18.24,0.14373356375981844
18.26,0.1276467981035252
18.28,0.2196352390308679
18.3,0.14151182276307026
18.32,0.06644779138547612
18.34,0.09868198657158068
18.36,0.1347949808683322
18.38,0.05055069824913868
18.4,0.09057793438464441
18.42,0.04791295820028123
18.44,0.07534472913228452
18.46,0.06129388126420481
18.48,-0.04694373160921016
18.5,0.0013731178245499041
18.52,0.0038386309350712357
18.54,-0.06828637585516356
18.56,-0.025101245993176605
18.58,-0.018934997906190083
18.6,-0.06462389305069975
18.62,-0.1190770169139633
18.64,-0.1202025216350343
18.66,-0.06320841121481316
18.68,-0.1283802086158208
18.7,-0.17269057409977714
18.72,-0.11514111928822936
18.74,-0.11210592648436604
18.76,-0.16843677908196197
18.78,-0.21697876843558747
18.8,-0.20779980946062915
18.82,-0.20042827508934974
18.84,-0.23284618668640172
18.86,-0.2392642603826294
18.88,-0.30415346031885077
18.9,-0.25122066836043044
18.92,-0.2210514214071317
18.94,-0.24488013955208082
18.96,-0.23446532765374614
18.98,-0.26705401198159623
19.0,-0.3425405518895461
19.02,-0.33310030288811326
19.04,-0.28914760961568137
19.06,-0.36794271118063715
19.08,-0.3436608080698653
19.1,-0.4147114170623157
19.12,-0.49065976506115927
19.14,-0.38374494816401783
19.16,-0.4393702727588765
19.18,-0.3095655774777558
19.2,-0.3746562412522576
19.22,-0.3616840843687657
19.24,-0.4421098937027545
19.26,-0.4274732718908022
19.28,-0.4581371511513363
19.3,-0.42604318255123713
19.32,-0.4489286040442224
19.34,-0.4550113593175266
19.36,-0.38813400500055617
19.38,-0.439526519267273
19.4,-0.39173726112370305
19.42,-0.40574762478527626
19.44,-0.4276938095788034
19.46,-0.38578542355024914
19.48,-0.42927512882966284
19.5,-0.41812160512213853
19.52,-0.45331671246803174
19.54,-0.4649043426091958
19.56,-0.4366542207271662
19.58,-0.45322799475634795
19.6,-0.48767333997126705
19.62,-0.5191513291747658
19.64,-0.4748037588616679
19.66,-0.4535647199179018
19.68,-0.4517733883279941
19.7,-0.5024563454629203
19.72,-0.46191044446331536
19.74,-0.44618726142333426
19.76,-0.45852405145242686
19.78,-0.4424988916373994
19.8,-0.44218631007451403
19.82,-0.45823245152414527
19.84,-0.4921800122656482
19.86,-0.42015715681844906
19.88,-0.4282828972935606
19.9,-0.4187997116264836
19.92,-0.39788771161995684
19.94,-0.36556699052064534
19.96,-0.33184608902283763
19.98,-0.3475329132595187
